,sales,date,region
874,2175.0,2021-05-19,east
875,2020.0,2021-05-19,west
876,2195.0,2021-05-20,north
877,2050.0,2021-05-20,south
878,2055.0,2021-05-20,east
879,2300.0,2021-05-20,west
880,2480.0,2021-05-21,north
881,2240.0,2021-05-21,south
882,2025.0,2021-05-21,east
883,2480.0,2021-05-21,west
884,2430.0,2021-05-22,north
885,2100.0,2021-05-22,south
886,2420.0,2021-05-22,east
887,2410.0,2021-05-22,west
888,2155.0,2021-05-23,north
889,2345.0,2021-05-23,south
890,2045.0,2021-05-23,east
891,2240.0,2021-05-23,west
892,2390.0,2021-05-24,north
893,2210.0,2021-05-24,south
894,2105.0,2021-05-24,east
895,2075.0,2021-05-24,west
896,2020.0,2021-05-25,north
897,2105.0,2021-05-25,south
898,2295.0,2021-05-25,east
899,2005.0,2021-05-25,west
900,2475.0,2021-05-26,north
901,2210.0,2021-05-26,south
902,2040.0,2021-05-26,east
903,2085.0,2021-05-26,west
904,2080.0,2021-05-27,north
905,2260.0,2021-05-27,south
906,2345.0,2021-05-27,east
907,2160.0,2021-05-27,west
908,2205.0,2021-05-28,north
909,2055.0,2021-05-28,south
910,2280.0,2021-05-28,east
911,2205.0,2021-05-28,west
912,2150.0,2021-05-29,north
913,2450.0,2021-05-29,south
914,2005.0,2021-05-29,east
915,2115.0,2021-05-29,west
916,2380.0,2021-05-30,north
917,2225.0,2021-05-30,south
918,2485.0,2021-05-30,east
919,2310.0,2021-05-30,west
920,2395.0,2021-05-31,north
921,2095.0,2021-05-31,south
922,2220.0,2021-05-31,east
923,2130.0,2021-05-31,west
924,2140.0,2021-06-01,north
925,2450.0,2021-06-01,south
926,2055.0,2021-06-01,east
927,2215.0,2021-06-01,west
928,2015.0,2021-06-02,north
929,2350.0,2021-06-02,south
930,2005.0,2021-06-02,east
931,2015.0,2021-06-02,west
932,2375.0,2021-06-03,north
933,2025.0,2021-06-03,south
934,2375.0,2021-06-03,east
935,2300.0,2021-06-03,west
936,2405.0,2021-06-04,north
937,2135.0,2021-06-04,south
938,2315.0,2021-06-04,east
939,2300.0,2021-06-04,west
940,2425.0,2021-06-05,north
941,2400.0,2021-06-05,south
942,2245.0,2021-06-05,east
943,2085.0,2021-06-05,west
944,2020.0,2021-06-06,north
945,2190.0,2021-06-06,south
946,2450.0,2021-06-06,east
947,2245.0,2021-06-06,west
948,2390.0,2021-06-07,north
949,2020.0,2021-06-07,south
950,2360.0,2021-06-07,east
951,2070.0,2021-06-07,west
952,2290.0,2021-06-08,north
953,2035.0,2021-06-08,south
954,2450.0,2021-06-08,east
955,2120.0,2021-06-08,west
956,2480.0,2021-06-09,north
957,2500.0,2021-06-09,south
958,2365.0,2021-06-09,east
959,2330.0,2021-06-09,west
960,2280.0,2021-06-10,north
961,2015.0,2021-06-10,south
962,2500.0,2021-06-10,east
963,2405.0,2021-06-10,west
964,2385.0,2021-06-11,north
965,2090.0,2021-06-11,south
966,2300.0,2021-06-11,east
967,2350.0,2021-06-11,west
968,2095.0,2021-06-12,north
969,2375.0,2021-06-12,south
970,2270.0,2021-06-12,east
971,2365.0,2021-06-12,west
972,2205.0,2021-06-13,north
973,2260.0,2021-06-13,south
974,2135.0,2021-06-13,east
975,2280.0,2021-06-13,west
976,2485.0,2021-06-14,north
977,2025.0,2021-06-14,south
978,2460.0,2021-06-14,east
979,2285.0,2021-06-14,west
980,2090.0,2021-06-15,north
981,2075.0,2021-06-15,south
982,2125.0,2021-06-15,east
983,2085.0,2021-06-15,west
984,2410.0,2021-06-16,north
985,2265.0,2021-06-16,south
986,2145.0,2021-06-16,east
987,2320.0,2021-06-16,west
988,2260.0,2021-06-17,north
989,2460.0,2021-06-17,south
990,2060.0,2021-06-17,east
991,2120.0,2021-06-17,west
992,2325.0,2021-06-18,north
993,2275.0,2021-06-18,south
994,2285.0,2021-06-18,east
995,2150.0,2021-06-18,west
996,2160.0,2021-06-19,north
997,2020.0,2021-06-19,south
998,2430.0,2021-06-19,east
999,2025.0,2021-06-19,west
1000,2280.0,2021-06-20,north
1001,2425.0,2021-06-20,south
1002,2230.0,2021-06-20,east
1003,2160.0,2021-06-20,west
1004,2360.0,2021-06-21,north
1005,2305.0,2021-06-21,south
1006,2105.0,2021-06-21,east
1007,2290.0,2021-06-21,west
1008,2280.0,2021-06-22,north
1009,2010.0,2021-06-22,south
1010,2095.0,2021-06-22,east
1011,2270.0,2021-06-22,west
1012,2080.0,2021-06-23,north
1013,2345.0,2021-06-23,south
1014,2240.0,2021-06-23,east
1015,2425.0,2021-06-23,west
1016,2390.0,2021-06-24,north
1017,2155.0,2021-06-24,south
1018,2060.0,2021-06-24,east
1019,2055.0,2021-06-24,west
1020,2140.0,2021-06-25,north
1021,2340.0,2021-06-25,south
1022,2030.0,2021-06-25,east
1023,2310.0,2021-06-25,west
1024,2065.0,2021-06-26,north
1025,2330.0,2021-06-26,south
1026,2145.0,2021-06-26,east
1027,2050.0,2021-06-26,west
1028,2095.0,2021-06-27,north
1029,2460.0,2021-06-27,south
1030,2195.0,2021-06-27,east
1031,2020.0,2021-06-27,west
1032,2185.0,2021-06-28,north
1033,2190.0,2021-06-28,south
1034,2050.0,2021-06-28,east
1035,2045.0,2021-06-28,west
1036,2155.0,2021-06-29,north
1037,2135.0,2021-06-29,south
1038,2280.0,2021-06-29,east
1039,2485.0,2021-06-29,west
1040,2040.0,2021-06-30,north
1041,2130.0,2021-06-30,south
1042,2490.0,2021-06-30,east
1043,2160.0,2021-06-30,west
1044,2065.0,2021-07-01,north
1045,2355.0,2021-07-01,south
1046,2205.0,2021-07-01,east
1047,2265.0,2021-07-01,west
1048,2005.0,2021-07-02,north
1049,2450.0,2021-07-02,south
1050,2500.0,2021-07-02,east
1051,2445.0,2021-07-02,west
1052,2460.0,2021-07-03,north
1053,2060.0,2021-07-03,south
1054,2090.0,2021-07-03,east
1055,2415.0,2021-07-03,west
1056,2395.0,2021-07-04,north
1057,2370.0,2021-07-04,south
1058,2110.0,2021-07-04,east
1059,2395.0,2021-07-04,west
1060,2205.0,2021-07-05,north
1061,2245.0,2021-07-05,south
1062,2330.0,2021-07-05,east
1063,2010.0,2021-07-05,west
1064,2430.0,2021-07-06,north
1065,2125.0,2021-07-06,south
1066,2235.0,2021-07-06,east
1067,2175.0,2021-07-06,west
1068,2460.0,2021-07-07,north
1069,2500.0,2021-07-07,south
1070,2315.0,2021-07-07,east
1071,2120.0,2021-07-07,west
1072,2040.0,2021-07-08,north
1073,2425.0,2021-07-08,south
1074,2375.0,2021-07-08,east
1075,2080.0,2021-07-08,west
1076,2105.0,2021-07-09,north
1077,2240.0,2021-07-09,south
1078,2015.0,2021-07-09,east
1079,2170.0,2021-07-09,west
1080,2195.0,2021-07-10,north
1081,2440.0,2021-07-10,south
1082,2040.0,2021-07-10,east
1083,2260.0,2021-07-10,west
1084,2170.0,2021-07-11,north
1085,2200.0,2021-07-11,south
1086,2260.0,2021-07-11,east
1087,2395.0,2021-07-11,west
1088,2010.0,2021-07-12,north
1089,2005.0,2021-07-12,south
1090,2250.0,2021-07-12,east
1091,2010.0,2021-07-12,west
1092,2145.0,2021-07-13,north
1093,2105.0,2021-07-13,south
1094,2265.0,2021-07-13,east
1095,2020.0,2021-07-13,west
1096,2295.0,2021-07-14,north
1097,2330.0,2021-07-14,south
1098,2280.0,2021-07-14,east
1099,2045.0,2021-07-14,west
1100,2375.0,2021-07-15,north
1101,2370.0,2021-07-15,south
1102,2255.0,2021-07-15,east
1103,2305.0,2021-07-15,west
1104,2440.0,2021-07-16,north
1105,2020.0,2021-07-16,south
1106,2035.0,2021-07-16,east
1107,2155.0,2021-07-16,west
1108,2145.0,2021-07-17,north
1109,2080.0,2021-07-17,south
1110,2345.0,2021-07-17,east
1111,2230.0,2021-07-17,west
1112,2375.0,2021-07-18,north
1113,2165.0,2021-07-18,south
1114,2175.0,2021-07-18,east
1115,2385.0,2021-07-18,west
1116,2295.0,2021-07-19,north
1117,2170.0,2021-07-19,south
1118,2040.0,2021-07-19,east
1119,2205.0,2021-07-19,west
1120,2435.0,2021-07-20,north
1121,2380.0,2021-07-20,south
1122,2445.0,2021-07-20,east
1123,2390.0,2021-07-20,west
1124,2115.0,2021-07-21,north
1125,2275.0,2021-07-21,south
1126,2200.0,2021-07-21,east
1127,2305.0,2021-07-21,west
1128,2280.0,2021-07-22,north
1129,2140.0,2021-07-22,south
1130,2205.0,2021-07-22,east
1131,2450.0,2021-07-22,west
1132,2060.0,2021-07-23,north
1133,2200.0,2021-07-23,south
1134,2390.0,2021-07-23,east
1135,2075.0,2021-07-23,west
1136,2015.0,2021-07-24,north
1137,2235.0,2021-07-24,south
1138,2360.0,2021-07-24,east
1139,2125.0,2021-07-24,west
1140,2235.0,2021-07-25,north
1141,2450.0,2021-07-25,south
1142,2155.0,2021-07-25,east
1143,2280.0,2021-07-25,west
1144,2285.0,2021-07-26,north
1145,2395.0,2021-07-26,south
1146,2360.0,2021-07-26,east
1147,2290.0,2021-07-26,west
1148,2440.0,2021-07-27,north
1149,2315.0,2021-07-27,south
1150,2080.0,2021-07-27,east
1151,2450.0,2021-07-27,west
1152,2165.0,2021-07-28,north
1153,2385.0,2021-07-28,south
1154,2010.0,2021-07-28,east
1155,2425.0,2021-07-28,west
1156,2125.0,2021-07-29,north
1157,2125.0,2021-07-29,south
1158,2235.0,2021-07-29,east
1159,2360.0,2021-07-29,west
1160,2005.0,2021-07-30,north
1161,2200.0,2021-07-30,south
1162,2155.0,2021-07-30,east
1163,2245.0,2021-07-30,west
1164,2220.0,2021-07-31,north
1165,2225.0,2021-07-31,south
1166,2150.0,2021-07-31,east
1167,2145.0,2021-07-31,west
1168,2070.0,2021-08-01,north
1169,2265.0,2021-08-01,south
1170,2055.0,2021-08-01,east
1171,2165.0,2021-08-01,west
1172,2280.0,2021-08-02,north
1173,2275.0,2021-08-02,south
1174,2200.0,2021-08-02,east
1175,2490.0,2021-08-02,west
1176,2350.0,2021-08-03,north
1177,2075.0,2021-08-03,south
1178,2250.0,2021-08-03,east
1179,2315.0,2021-08-03,west
1180,2480.0,2021-08-04,north
1181,2070.0,2021-08-04,south
1182,2450.0,2021-08-04,east
1183,2010.0,2021-08-04,west
1184,2420.0,2021-08-05,north
1185,2215.0,2021-08-05,south
1186,2130.0,2021-08-05,east
1187,2065.0,2021-08-05,west
1188,2060.0,2021-08-06,north
1189,2050.0,2021-08-06,south
1190,2470.0,2021-08-06,east
1191,2295.0,2021-08-06,west
1192,2230.0,2021-08-07,north
1193,2030.0,2021-08-07,south
1194,2310.0,2021-08-07,east
1195,2415.0,2021-08-07,west
1196,2480.0,2021-08-08,north
1197,2230.0,2021-08-08,south
1198,2360.0,2021-08-08,east
1199,2400.0,2021-08-08,west
1200,2165.0,2021-08-09,north
1201,2385.0,2021-08-09,south
1202,2240.0,2021-08-09,east
1203,2060.0,2021-08-09,west
1204,2295.0,2021-08-10,north
1205,2180.0,2021-08-10,south
1206,2075.0,2021-08-10,east
1207,2375.0,2021-08-10,west
1208,2250.0,2021-08-11,north
1209,2250.0,2021-08-11,south
1210,2345.0,2021-08-11,east
1211,2080.0,2021-08-11,west
1212,2495.0,2021-08-12,north
1213,2100.0,2021-08-12,south
1214,2430.0,2021-08-12,east
1215,2070.0,2021-08-12,west
1216,2285.0,2021-08-13,north
1217,2235.0,2021-08-13,south
1218,2480.0,2021-08-13,east
1219,2425.0,2021-08-13,west
1220,2095.0,2021-08-14,north
1221,2135.0,2021-08-14,south
1222,2330.0,2021-08-14,east
1223,2020.0,2021-08-14,west
1224,2060.0,2021-08-15,north
1225,2140.0,2021-08-15,south
1226,2470.0,2021-08-15,east
1227,2485.0,2021-08-15,west
1228,2040.0,2021-08-16,north
1229,2155.0,2021-08-16,south
1230,2120.0,2021-08-16,east
1231,2135.0,2021-08-16,west
1232,2395.0,2021-08-17,north
1233,2475.0,2021-08-17,south
1234,2360.0,2021-08-17,east
1235,2175.0,2021-08-17,west
1236,2490.0,2021-08-18,north
1237,2075.0,2021-08-18,south
1238,2325.0,2021-08-18,east
1239,2445.0,2021-08-18,west
1240,2080.0,2021-08-19,north
1241,2370.0,2021-08-19,south
1242,2225.0,2021-08-19,east
1243,2495.0,2021-08-19,west
1244,2160.0,2021-08-20,north
1245,2195.0,2021-08-20,south
1246,2315.0,2021-08-20,east
1247,2170.0,2021-08-20,west
1248,2230.0,2021-08-21,north
1249,2095.0,2021-08-21,south
1250,2050.0,2021-08-21,east
1251,2490.0,2021-08-21,west
1252,2095.0,2021-08-22,north
1253,2180.0,2021-08-22,south
1254,2075.0,2021-08-22,east
1255,2475.0,2021-08-22,west
1256,2020.0,2021-08-23,north
1257,2000.0,2021-08-23,south
1258,2210.0,2021-08-23,east
1259,2155.0,2021-08-23,west
1260,2215.0,2021-08-24,north
1261,2475.0,2021-08-24,south
1262,2265.0,2021-08-24,east
1263,2030.0,2021-08-24,west
1264,2020.0,2021-08-25,north
1265,2240.0,2021-08-25,south
1266,2000.0,2021-08-25,east
1267,2150.0,2021-08-25,west
1268,2370.0,2021-08-26,north
1269,2180.0,2021-08-26,south
1270,2470.0,2021-08-26,east
1271,2150.0,2021-08-26,west
1272,2170.0,2021-08-27,north
1273,2260.0,2021-08-27,south
1274,2140.0,2021-08-27,east
1275,2045.0,2021-08-27,west
1276,2490.0,2021-08-28,north
1277,2320.0,2021-08-28,south
1278,2230.0,2021-08-28,east
1279,2440.0,2021-08-28,west
1280,2185.0,2021-08-29,north
1281,2350.0,2021-08-29,south
1282,2445.0,2021-08-29,east
1283,2365.0,2021-08-29,west
1284,2065.0,2021-08-30,north
1285,2015.0,2021-08-30,south
1286,2160.0,2021-08-30,east
1287,2300.0,2021-08-30,west
1288,2045.0,2021-08-31,north
1289,2440.0,2021-08-31,south
1290,2165.0,2021-08-31,east
1291,2180.0,2021-08-31,west
1292,2330.0,2021-09-01,north
1293,2240.0,2021-09-01,south
1294,2120.0,2021-09-01,east
1295,2495.0,2021-09-01,west
1296,2080.0,2021-09-02,north
1297,2415.0,2021-09-02,south
1298,2085.0,2021-09-02,east
1299,2400.0,2021-09-02,west
1300,2255.0,2021-09-03,north
1301,2245.0,2021-09-03,south
1302,2020.0,2021-09-03,east
1303,2270.0,2021-09-03,west
1304,2395.0,2021-09-04,north
1305,2165.0,2021-09-04,south
1306,2020.0,2021-09-04,east
1307,2135.0,2021-09-04,west
1308,2330.0,2021-09-05,north
1309,2290.0,2021-09-05,south
1310,2045.0,2021-09-05,east
1311,2255.0,2021-09-05,west
1312,2345.0,2021-09-06,north
1313,2185.0,2021-09-06,south
1314,2335.0,2021-09-06,east
1315,2300.0,2021-09-06,west
1316,2040.0,2021-09-07,north
1317,2055.0,2021-09-07,south
1318,2270.0,2021-09-07,east
1319,2335.0,2021-09-07,west
1320,2425.0,2021-09-08,north
1321,2445.0,2021-09-08,south
1322,2480.0,2021-09-08,east
1323,2480.0,2021-09-08,west
1324,2000.0,2021-09-09,north
1325,2075.0,2021-09-09,south
1326,2345.0,2021-09-09,east
1327,2245.0,2021-09-09,west
1328,2070.0,2021-09-10,north
1329,2365.0,2021-09-10,south
1330,2015.0,2021-09-10,east
1331,2375.0,2021-09-10,west
1332,2270.0,2021-09-11,north
1333,2015.0,2021-09-11,south
1334,2000.0,2021-09-11,east
1335,2295.0,2021-09-11,west
1336,2435.0,2021-09-12,north
1337,2485.0,2021-09-12,south
1338,2450.0,2021-09-12,east
1339,2205.0,2021-09-12,west
1340,2415.0,2021-09-13,north
1341,2440.0,2021-09-13,south
1342,2490.0,2021-09-13,east
1343,2415.0,2021-09-13,west
1344,2260.0,2021-09-14,north
1345,2385.0,2021-09-14,south
1346,2280.0,2021-09-14,east
1347,2210.0,2021-09-14,west
1348,2070.0,2021-09-15,north
1349,2105.0,2021-09-15,south
1350,2425.0,2021-09-15,east
1351,2265.0,2021-09-15,west
1352,2190.0,2021-09-16,north
1353,2110.0,2021-09-16,south
1354,2115.0,2021-09-16,east
1355,2455.0,2021-09-16,west
1356,2270.0,2021-09-17,north
1357,2350.0,2021-09-17,south
1358,2365.0,2021-09-17,east
1359,2270.0,2021-09-17,west
1360,2200.0,2021-09-18,north
1361,2500.0,2021-09-18,south
1362,2425.0,2021-09-18,east
1363,2290.0,2021-09-18,west
1364,2460.0,2021-09-19,north
1365,2185.0,2021-09-19,south
1366,2390.0,2021-09-19,east
1367,2175.0,2021-09-19,west
1368,2480.0,2021-09-20,north
1369,2385.0,2021-09-20,south
1370,2150.0,2021-09-20,east
1371,2225.0,2021-09-20,west
1372,2395.0,2021-09-21,north
1373,2395.0,2021-09-21,south
1374,2445.0,2021-09-21,east
1375,2295.0,2021-09-21,west
1376,2285.0,2021-09-22,north
1377,2095.0,2021-09-22,south
1378,2310.0,2021-09-22,east
1379,2120.0,2021-09-22,west
1380,2075.0,2021-09-23,north
1381,2390.0,2021-09-23,south
1382,2485.0,2021-09-23,east
1383,2475.0,2021-09-23,west
1384,2225.0,2021-09-24,north
1385,2325.0,2021-09-24,south
1386,2195.0,2021-09-24,east
1387,2410.0,2021-09-24,west
1388,2285.0,2021-09-25,north
1389,2000.0,2021-09-25,south
1390,2345.0,2021-09-25,east
1391,2400.0,2021-09-25,west
1392,2260.0,2021-09-26,north
1393,2300.0,2021-09-26,south
1394,2150.0,2021-09-26,east
1395,2200.0,2021-09-26,west
1396,2140.0,2021-09-27,north
1397,2365.0,2021-09-27,south
1398,2090.0,2021-09-27,east
1399,2115.0,2021-09-27,west
1400,2070.0,2021-09-28,north
1401,2085.0,2021-09-28,south
1402,2435.0,2021-09-28,east
1403,2115.0,2021-09-28,west
1404,2340.0,2021-09-29,north
1405,2225.0,2021-09-29,south
1406,2140.0,2021-09-29,east
1407,2240.0,2021-09-29,west
1408,2000.0,2021-09-30,north
1409,2175.0,2021-09-30,south
1410,2020.0,2021-09-30,east
1411,2425.0,2021-09-30,west
1412,2350.0,2021-10-01,north
1413,2215.0,2021-10-01,south
1414,2345.0,2021-10-01,east
1415,2360.0,2021-10-01,west
1416,2370.0,2021-10-02,north
1417,2180.0,2021-10-02,south
1418,2000.0,2021-10-02,east
1419,2235.0,2021-10-02,west
1420,2055.0,2021-10-03,north
1421,2265.0,2021-10-03,south
1422,2165.0,2021-10-03,east
1423,2165.0,2021-10-03,west
1424,2135.0,2021-10-04,north
1425,2395.0,2021-10-04,south
1426,2240.0,2021-10-04,east
1427,2295.0,2021-10-04,west
1428,2425.0,2021-10-05,north
1429,2255.0,2021-10-05,south
1430,2145.0,2021-10-05,east
1431,2000.0,2021-10-05,west
1432,2090.0,2021-10-06,north
1433,2390.0,2021-10-06,south
1434,2120.0,2021-10-06,east
1435,2405.0,2021-10-06,west
1436,2370.0,2021-10-07,north
1437,2080.0,2021-10-07,south
1438,2160.0,2021-10-07,east
1439,2270.0,2021-10-07,west
1440,2455.0,2021-10-08,north
1441,2360.0,2021-10-08,south
1442,2085.0,2021-10-08,east
1443,2045.0,2021-10-08,west
1444,2260.0,2021-10-09,north
1445,2300.0,2021-10-09,south
1446,2065.0,2021-10-09,east
1447,2025.0,2021-10-09,west
1448,2400.0,2021-10-10,north
1449,2255.0,2021-10-10,south
1450,2335.0,2021-10-10,east
1451,2460.0,2021-10-10,west
1452,2120.0,2021-10-11,north
1453,2230.0,2021-10-11,south
1454,2195.0,2021-10-11,east
1455,2205.0,2021-10-11,west
1456,2105.0,2021-10-12,north
1457,2105.0,2021-10-12,south
1458,2065.0,2021-10-12,east
1459,2005.0,2021-10-12,west
1460,2205.0,2021-10-13,north
1461,2495.0,2021-10-13,south
1462,2125.0,2021-10-13,east
1463,2410.0,2021-10-13,west
1464,2320.0,2021-10-14,north
1465,2010.0,2021-10-14,south
1466,2330.0,2021-10-14,east
1467,2275.0,2021-10-14,west
1468,2305.0,2021-10-15,north
1469,2425.0,2021-10-15,south
1470,2310.0,2021-10-15,east
1471,2090.0,2021-10-15,west
1472,2485.0,2021-10-16,north
1473,2415.0,2021-10-16,south
1474,2395.0,2021-10-16,east
1475,2090.0,2021-10-16,west
1476,2010.0,2021-10-17,north
1477,2085.0,2021-10-17,south
1478,2250.0,2021-10-17,east
1479,2450.0,2021-10-17,west
1480,2230.0,2021-10-18,north
1481,2310.0,2021-10-18,south
1482,2005.0,2021-10-18,east
1483,2025.0,2021-10-18,west
1484,2085.0,2021-10-19,north
1485,2275.0,2021-10-19,south
1486,2220.0,2021-10-19,east
1487,2395.0,2021-10-19,west
1488,2070.0,2021-10-20,north
1489,2210.0,2021-10-20,south
1490,2290.0,2021-10-20,east
1491,2380.0,2021-10-20,west
1492,2475.0,2021-10-21,north
1493,2175.0,2021-10-21,south
1494,2015.0,2021-10-21,east
1495,2115.0,2021-10-21,west
1496,2030.0,2021-10-22,north
1497,2400.0,2021-10-22,south
1498,2180.0,2021-10-22,east
1499,2345.0,2021-10-22,west
1500,2485.0,2021-10-23,north
1501,2225.0,2021-10-23,south
1502,2095.0,2021-10-23,east
1503,2350.0,2021-10-23,west
1504,2315.0,2021-10-24,north
1505,2155.0,2021-10-24,south
1506,2305.0,2021-10-24,east
1507,2250.0,2021-10-24,west
1508,2470.0,2021-10-25,north
1509,2135.0,2021-10-25,south
1510,2255.0,2021-10-25,east
1511,2270.0,2021-10-25,west
1512,2410.0,2021-10-26,north
1513,2490.0,2021-10-26,south
1514,2250.0,2021-10-26,east
1515,2220.0,2021-10-26,west
1516,2145.0,2021-10-27,north
1517,2145.0,2021-10-27,south
1518,2450.0,2021-10-27,east
1519,2090.0,2021-10-27,west
1520,2165.0,2021-10-28,north
1521,2355.0,2021-10-28,south
1522,2315.0,2021-10-28,east
1523,2300.0,2021-10-28,west
1524,2225.0,2021-10-29,north
1525,2175.0,2021-10-29,south
1526,2435.0,2021-10-29,east
1527,2035.0,2021-10-29,west
1528,2430.0,2021-10-30,north
1529,2180.0,2021-10-30,south
1530,2060.0,2021-10-30,east
1531,2470.0,2021-10-30,west
1532,2400.0,2021-10-31,north
1533,2220.0,2021-10-31,south
1534,2395.0,2021-10-31,east
1535,2120.0,2021-10-31,west
1536,2080.0,2021-11-01,north
1537,2445.0,2021-11-01,south
1538,2415.0,2021-11-01,east
1539,2355.0,2021-11-01,west
1540,2405.0,2021-11-02,north
1541,2120.0,2021-11-02,south
1542,2195.0,2021-11-02,east
1543,2025.0,2021-11-02,west
1544,2305.0,2021-11-03,north
1545,2035.0,2021-11-03,south
1546,2085.0,2021-11-03,east
1547,2285.0,2021-11-03,west
1548,2205.0,2021-11-04,north
1549,2155.0,2021-11-04,south
1550,2105.0,2021-11-04,east
1551,2085.0,2021-11-04,west
1552,2475.0,2021-11-05,north
1553,2425.0,2021-11-05,south
1554,2330.0,2021-11-05,east
1555,2205.0,2021-11-05,west
1556,2235.0,2021-11-06,north
1557,2050.0,2021-11-06,south
1558,2455.0,2021-11-06,east
1559,2065.0,2021-11-06,west
1560,2210.0,2021-11-07,north
1561,2065.0,2021-11-07,south
1562,2215.0,2021-11-07,east
1563,2275.0,2021-11-07,west
1564,2005.0,2021-11-08,north
1565,2120.0,2021-11-08,south
1566,2140.0,2021-11-08,east
1567,2260.0,2021-11-08,west
1568,2165.0,2021-11-09,north
1569,2000.0,2021-11-09,south
1570,2435.0,2021-11-09,east
1571,2250.0,2021-11-09,west
1572,2485.0,2021-11-10,north
1573,2090.0,2021-11-10,south
1574,2025.0,2021-11-10,east
1575,2365.0,2021-11-10,west
1576,2150.0,2021-11-11,north
1577,2160.0,2021-11-11,south
1578,2035.0,2021-11-11,east
1579,2445.0,2021-11-11,west
1580,2350.0,2021-11-12,north
1581,2130.0,2021-11-12,south
1582,2045.0,2021-11-12,east
1583,2490.0,2021-11-12,west
1584,2315.0,2021-11-13,north
1585,2210.0,2021-11-13,south
1586,2345.0,2021-11-13,east
1587,2285.0,2021-11-13,west
1588,2225.0,2021-11-14,north
1589,2190.0,2021-11-14,south
1590,2495.0,2021-11-14,east
1591,2485.0,2021-11-14,west
1592,2105.0,2021-11-15,north
1593,2425.0,2021-11-15,south
1594,2155.0,2021-11-15,east
1595,2495.0,2021-11-15,west
1596,2485.0,2021-11-16,north
1597,2225.0,2021-11-16,south
1598,2315.0,2021-11-16,east
1599,2300.0,2021-11-16,west
1600,2165.0,2021-11-17,north
1601,2240.0,2021-11-17,south
1602,2290.0,2021-11-17,east
1603,2025.0,2021-11-17,west
1604,2080.0,2021-11-18,north
1605,2325.0,2021-11-18,south
1606,2105.0,2021-11-18,east
1607,2245.0,2021-11-18,west
1608,2180.0,2021-11-19,north
1609,2180.0,2021-11-19,south
1610,2345.0,2021-11-19,east
1611,2435.0,2021-11-19,west
1612,2490.0,2021-11-20,north
1613,2160.0,2021-11-20,south
1614,2460.0,2021-11-20,east
1615,2040.0,2021-11-20,west
1616,2010.0,2021-11-21,north
1617,2440.0,2021-11-21,south
1618,2190.0,2021-11-21,east
1619,2365.0,2021-11-21,west
1620,2145.0,2021-11-22,north
1621,2420.0,2021-11-22,south
1622,2200.0,2021-11-22,east
1623,2075.0,2021-11-22,west
1624,2075.0,2021-11-23,north
1625,2450.0,2021-11-23,south
1626,2280.0,2021-11-23,east
1627,2220.0,2021-11-23,west
1628,2410.0,2021-11-24,north
1629,2015.0,2021-11-24,south
1630,2020.0,2021-11-24,east
1631,2060.0,2021-11-24,west
1632,2410.0,2021-11-25,north
1633,2485.0,2021-11-25,south
1634,2445.0,2021-11-25,east
1635,2285.0,2021-11-25,west
1636,2490.0,2021-11-26,north
1637,2215.0,2021-11-26,south
1638,2015.0,2021-11-26,east
1639,2070.0,2021-11-26,west
1640,2170.0,2021-11-27,north
1641,2235.0,2021-11-27,south
1642,2145.0,2021-11-27,east
1643,2370.0,2021-11-27,west
1644,2035.0,2021-11-28,north
1645,2335.0,2021-11-28,south
1646,2390.0,2021-11-28,east
1647,2500.0,2021-11-28,west
1648,2180.0,2021-11-29,north
1649,2495.0,2021-11-29,south
1650,2170.0,2021-11-29,east
1651,2275.0,2021-11-29,west
1652,2265.0,2021-11-30,north
1653,2035.0,2021-11-30,south
1654,2480.0,2021-11-30,east
1655,2390.0,2021-11-30,west
1656,2415.0,2021-12-01,north
1657,2275.0,2021-12-01,south
1658,2100.0,2021-12-01,east
1659,2105.0,2021-12-01,west
1660,2330.0,2021-12-02,north
1661,2170.0,2021-12-02,south
1662,2460.0,2021-12-02,east
1663,2200.0,2021-12-02,west
1664,2225.0,2021-12-03,north
1665,2350.0,2021-12-03,south
1666,2125.0,2021-12-03,east
1667,2245.0,2021-12-03,west
1668,2025.0,2021-12-04,north
1669,2010.0,2021-12-04,south
1670,2005.0,2021-12-04,east
1671,2455.0,2021-12-04,west
1672,2130.0,2021-12-05,north
1673,2445.0,2021-12-05,south
1674,2190.0,2021-12-05,east
1675,2265.0,2021-12-05,west
1676,2380.0,2021-12-06,north
1677,2235.0,2021-12-06,south
1678,2200.0,2021-12-06,east
1679,2200.0,2021-12-06,west
1680,2090.0,2021-12-07,north
1681,2165.0,2021-12-07,south
1682,2300.0,2021-12-07,east
1683,2400.0,2021-12-07,west
1684,2135.0,2021-12-08,north
1685,2315.0,2021-12-08,south
1686,2375.0,2021-12-08,east
1687,2080.0,2021-12-08,west
1688,2270.0,2021-12-09,north
1689,2430.0,2021-12-09,south
1690,2335.0,2021-12-09,east
1691,2065.0,2021-12-09,west
1692,2235.0,2021-12-10,north
1693,2375.0,2021-12-10,south
1694,2400.0,2021-12-10,east
1695,2305.0,2021-12-10,west
1696,2310.0,2021-12-11,north
1697,2155.0,2021-12-11,south
1698,2435.0,2021-12-11,east
1699,2165.0,2021-12-11,west
1700,2225.0,2021-12-12,north
1701,2055.0,2021-12-12,south
1702,2235.0,2021-12-12,east
1703,2295.0,2021-12-12,west
